Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"POLONIA WARSZAWA";2;"Filip GARCZYNSKI";RB;7.3;92;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0%;3;5;5;8;4;8;5;10;3;1;0;22;32;69;0;4;7;10;13;8;12;3;4;10;16;9;12;10;17;6;8;6;7;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";7;"Franciszek BANAS";RW;6.8;78;0;0;0;0;1;0;0;0;3;0;0;0;0;1;1;0;1;2;0%;3;5;0;0;4;8;0;8;1;0;0;12;20;60;1;5;12;6;7;1;1;0;0;7;10;5;10;5;6;4;9;3;5;1;4;0;0;0;0;0;0;0
"POLONIA WARSZAWA";6;"Victor CIEMPIEL";CM;7.3;64;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0%;4;5;4;5;5;6;1;15;0;0;2;22;33;67;1;6;7;9;18;7;8;8;10;5;9;9;14;8;16;7;10;7;7;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";11;"Oliwier ZIEBA";LW;6.2;75;0;0;0;0;2;0;0;0;1;0;0;0;1;1;2;0;0;0;0%;0;1;0;4;0;1;1;2;1;1;0;10;13;77;1;6;6;4;7;0;0;0;1;8;9;2;3;3;5;5;6;2;2;1;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";23;"Maksymilian USAREK";CAM;6.6;64;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;1;2;0%;1;4;2;2;2;6;0;6;0;0;2;8;15;53;2;4;9;3;5;1;1;0;2;1;2;7;11;3;6;3;7;2;2;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";1;"Dawid JANKOWSKI";GK;5.9;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;7;0;0;0;30;35;86;0;0;0;0;2;30;33;3;7;10;11;17;17;12;17;18;18;0;0;0;0;2;1;4;2;2;1;1
"POLONIA WARSZAWA";19;"Jan TYSZKO";CM;7.8;64;0;0;0;0;4;4;3;0;2;1;0;0;1;3;4;0;0;0;0%;7;9;1;3;8;11;3;9;1;0;2;23;33;70;1;7;13;13;17;3;3;4;7;10;14;9;12;8;13;10;15;5;5;3;5;0;0;0;0;0;0;0
"POLONIA WARSZAWA";20;"Norbert BIALOOKI";DM;7.7;92;0;0;0;0;1;5;2;0;0;0;0;0;0;1;1;0;1;1;0%;5;8;1;1;8;12;5;10;2;1;1;53;68;78;1;7;12;20;25;26;31;6;14;24;26;23;28;14;24;31;35;8;9;1;2;0;0;0;4;4;0;0
"POLONIA WARSZAWA";24;"Daniel LESNIEWSKI";CB;6.8;92;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0%;3;3;1;3;3;4;2;9;0;2;0;42;51;82;2;3;7;18;21;21;23;2;7;17;21;23;23;13;19;25;28;4;4;1;4;0;0;0;5;5;0;0
"POLONIA WARSZAWA";10;"Marcel DZIEWA";CF;6.5;92;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;2;0%;1;1;3;12;2;3;1;4;0;0;0;11;18;61;1;7;10;4;8;0;0;0;1;3;4;8;13;2;7;2;3;7;8;0;0;0;0;0;0;0;0;0
