Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"MKS POLONIA WARSZAWA";1;"Dawid JANKOWSKI";GK;6.7;97;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;1;6;0;0;0;18;28;64;0;0;0;0;0;18;28;2;12;4;4;12;12;5;14;13;14;0;0;0;0;0;0;0;6;11;1;2
"MKS POLONIA WARSZAWA";2;"Victor CIEMPIEL";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";3;"Bartosz PAWLAK";LB;7.4;97;0;0;0;0;1;2;0;0;3;0;0;1;0;0;1;0;1;1;0%;2;3;1;1;3;4;2;13;0;0;0;30;42;71;1;3;5;14;18;13;18;1;4;19;23;10;14;14;23;6;7;10;11;2;4;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";4;"Norbert BIALOOKI";CB;6.3;55;0;0;0;0;1;2;0;0;2;1;0;0;1;0;1;0;0;0;0%;2;2;0;0;2;2;0;7;1;0;1;28;35;80;1;1;1;13;16;14;18;1;4;18;22;9;9;12;19;13;13;3;3;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";5;"Daniel LESNIEWSKI";CB;7.5;97;0;1;0;0;1;4;0;0;1;0;0;0;1;0;1;0;0;0;0%;0;0;2;4;0;0;6;20;4;0;1;41;55;75;0;4;6;14;17;23;32;6;15;21;24;14;16;18;28;19;23;4;4;1;3;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";6;"Pawel KAZALA";DM;6.4;55;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0%;0;1;0;0;0;1;2;10;1;0;1;17;23;74;1;3;5;11;13;3;5;2;2;6;9;9;12;5;7;8;12;4;4;0;1;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";7;"Filip KOLODZIEJSKI";RW;7.1;76;0;0;0;0;2;0;3;0;0;0;0;2;0;0;2;0;1;1;0%;2;2;0;0;3;3;0;2;0;0;0;11;20;55;5;7;13;2;4;2;3;3;4;2;6;6;10;3;5;6;13;2;2;2;5;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";8;"Jan TYSZKO";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";9;"Marcel DZIEWA";CAM;6.2;97;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0%;0;0;0;2;0;0;1;1;1;0;0;6;9;67;0;2;2;3;6;1;1;1;3;1;1;4;5;1;4;4;4;1;1;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";10;"Olivier ZIEMBICKI";CF;6.6;84;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;0;0%;3;3;0;1;3;3;0;9;0;0;0;21;26;81;0;3;5;14;15;4;6;5;7;7;8;9;11;12;15;2;3;7;8;0;1;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";11;"Kacper ZIOLKOWSKI";LW;7.8;93;0;0;0;0;5;2;3;0;2;0;0;0;4;1;2;3;6;6;0%;2;2;0;1;8;8;0;4;0;0;4;19;26;73;3;11;17;5;6;3;3;3;5;7;7;9;14;6;8;9;14;4;4;2;5;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";12;"Filip LINKIEWICZ";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";13;"Adrian BAGINSKI";CB;7.1;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0%;0;0;2;3;4;4;2;8;0;0;0;6;13;46;0;0;1;3;5;3;7;1;5;2;4;3;4;6;12;0;1;0;0;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";14;"Franciszek BANAS";CM;6.1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;2;0;0;0;3;5;60;0;1;1;1;2;1;2;0;0;1;1;2;4;1;1;1;1;1;3;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";15;"Jakub BARANOWSKI";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";16;"Filip GARCZYNSKI";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";17;"Bartosz JAWORSKI";CB;6.5;42;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0%;0;0;2;3;0;0;3;4;0;0;0;4;6;67;2;1;1;0;2;3;3;1;2;0;0;3;4;3;4;0;1;1;1;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";18;"Filip PIETRZAK";CM;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";19;"Michal ZABLOCKI";CM;7.1;97;0;0;0;0;1;0;0;0;2;0;0;0;0;1;1;0;3;3;0%;4;5;0;0;7;8;1;8;0;0;2;14;28;50;0;4;11;7;8;3;9;4;9;6;12;4;7;10;19;3;7;1;2;0;2;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";21;unknown_21;RB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";20;unknown_20;RB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
