Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"POLONIA WARSZAWA";11;"Oliwier ZIEBA";LW;6.4;65;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0%;1;2;0;1;1;2;0;1;0;1;0;2;5;40;1;2;4;0;0;0;1;0;0;1;3;1;2;1;3;1;2;0;0;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";24;"Victor CIEMPIEL";DM;7.2;82;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;2;1;2;0%;1;1;1;1;3;4;2;4;0;0;0;14;17;82;1;1;1;10;11;3;5;4;7;3;3;7;7;4;7;8;8;2;2;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";8;"Jan TYSZKO";CM;7.1;96;0;0;0;0;1;2;2;0;0;0;0;0;0;1;0;1;0;2;0%;2;4;0;1;4;9;1;5;0;1;1;24;27;89;1;5;6;10;12;9;9;2;3;8;9;14;15;7;9;11;12;6;6;1;2;0;0;0;0;0;0;0
"POLONIA WARSZAWA";5;"Adrian BAGINSKI";CB;7.7;96;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0%;3;3;1;2;3;3;4;2;1;1;0;17;18;94;0;1;1;6;7;10;10;4;5;1;1;12;12;6;7;10;10;1;1;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";10;"Maciej SKROK";CAM;6.3;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;1;4;0;0;1;4;0;1;1;0;0;2;5;40;0;1;2;1;3;0;0;0;1;0;0;2;4;1;3;0;0;1;2;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";1;"Dawid JANKOWSKI";GK;6.2;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;1;1;0;0;1;3;0;0;0;11;13;85;0;0;0;0;0;11;13;2;4;3;3;6;6;6;8;5;5;0;0;0;0;2;2;5;1;2;0;0
"POLONIA WARSZAWA";3;"Bartosz PAWLAK";LB;6.2;96;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;1;0%;0;4;1;1;1;9;2;4;0;0;0;11;19;58;0;4;8;3;5;4;6;0;2;3;4;8;13;3;9;4;6;4;4;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";9;"Marcel DZIEWA";CF;6.1;96;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0%;0;0;2;3;0;0;0;4;0;1;0;5;10;50;0;3;7;1;2;1;1;0;0;2;7;3;3;0;4;2;3;3;3;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";4;"Norbert BIALOOKI";CB;9.2;96;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;2;3;0%;5;7;6;6;7;11;2;12;1;0;1;27;36;75;0;2;3;11;13;14;20;4;8;10;12;13;16;17;26;8;8;2;2;0;0;0;0;0;2;2;0;0
"POLONIA WARSZAWA";2;"Daniel LESNIEWSKI";RB;6.9;82;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0%;2;6;1;1;3;8;4;3;0;0;1;10;14;71;0;1;4;7;7;2;3;0;0;3;6;7;8;3;4;3;6;4;4;0;2;0;0;0;0;0;0;0
"POLONIA WARSZAWA";7;"Filip GARCZYNSKI";RW;7.1;74;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0%;2;5;0;1;2;7;0;2;0;0;0;6;12;50;0;2;4;4;7;0;1;0;1;5;9;1;2;3;8;0;1;3;3;0;2;0;0;0;0;0;0;0
"POLONIA WARSZAWA";17;"Tomasz TUTKA";CAM;6.4;31;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;2;0%;0;2;1;2;1;4;0;0;0;1;0;2;2;100;0;1;1;1;1;0;0;0;0;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";16;"Michal STYCZEN";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";18;"Maksymilian USAREK";RB;6.7;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;4;4;0;0;6;6;2;1;0;0;0;3;4;75;0;0;0;2;2;1;2;1;1;1;1;1;2;2;3;0;0;1;1;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";21;"Kacper PUSTOLA";CAM;6.3;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0%;1;1;0;0;1;2;0;3;0;0;2;3;3;100;0;3;3;0;0;0;0;1;1;0;0;2;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";13;"Franciszek BANAS";LW;6.4;31;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0%;1;3;0;0;2;6;1;0;0;0;0;5;6;83;1;4;4;0;1;1;1;0;1;3;3;2;2;0;1;2;2;3;3;1;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";23;"Milan JAWOR";CB;6.1;14;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0%;0;0;2;2;0;1;1;1;0;0;0;4;6;67;0;0;1;1;2;3;3;1;1;1;1;2;4;2;2;2;3;0;1;0;0;0;0;0;1;1;0;0
"POLONIA WARSZAWA";15;"Oliwier DYNYSIUK";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";25;"Filip KEPSKI";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
