Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"POLONIA WARSZAWA";16;"Oliwier ZIEBA";RW;8.2;97;1;0;0;0;9;0;2;0;1;0;0;3;3;3;6;3;1;1;11%;3;10;2;5;6;13;1;12;1;1;2;10;24;42;0;3;12;6;10;1;2;2;4;5;11;3;9;3;7;1;9;6;8;0;8;0;0;0;0;0;0;0
"POLONIA WARSZAWA";11;"Maksymilian USAREK";LW;6.1;71;0;0;0;1;1;0;0;0;2;0;0;0;0;1;0;1;0;1;0%;2;5;0;4;3;7;0;2;0;0;0;4;9;44;0;0;3;4;5;0;1;0;1;1;4;3;4;1;2;2;6;1;1;0;3;0;0;0;0;0;0;0
"POLONIA WARSZAWA";10;"Maciej SKROK";CAM;8.1;65;1;0;0;0;4;0;0;0;0;0;0;2;1;1;2;2;2;2;25%;3;8;1;1;5;10;1;10;0;0;1;8;15;53;4;6;7;2;8;0;0;1;5;2;3;5;7;3;7;3;5;2;3;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";3;"Bartosz PAWLAK";LB;7.2;97;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0%;4;12;1;3;8;16;3;10;1;2;0;11;24;46;1;3;7;5;7;3;10;2;3;2;11;7;10;7;17;1;4;3;3;0;3;0;0;0;1;1;0;0
"POLONIA WARSZAWA";19;"Jan TYSZKO";CM;8.9;97;0;0;2;0;1;5;3;0;6;0;0;0;0;1;0;1;0;1;0%;7;15;1;4;9;20;2;11;0;0;1;22;31;71;3;7;12;9;12;6;7;4;6;11;16;7;9;6;11;6;10;10;10;2;6;0;0;0;0;0;0;0
"POLONIA WARSZAWA";8;"Bartosz JAWORSKI";CAM;6.1;17;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;1;2;0;0;1;1;0;1;0;3;3;100;1;2;2;0;0;1;1;0;0;3;3;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";2;"Filip GARCZYNSKI";RB;8;97;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;100%;3;7;4;6;4;10;5;10;2;1;1;15;28;54;0;2;4;7;14;6;10;1;3;9;16;5;9;10;23;2;2;3;3;0;2;0;0;0;0;0;0;0
"POLONIA WARSZAWA";20;"Norbert BIALOOKI";CB;7.1;97;0;0;0;0;1;2;0;0;1;1;0;1;0;0;0;1;0;1;0%;2;3;6;7;3;5;4;12;1;0;0;28;40;70;0;0;0;9;17;19;23;4;10;12;16;12;14;7;19;8;8;13;13;0;0;0;0;0;1;1;0;0
"POLONIA WARSZAWA";9;"Marcel DZIEWA";CF;6.9;97;0;0;0;2;2;1;0;0;2;0;0;1;0;1;1;1;1;1;0%;3;7;3;10;6;10;0;7;0;4;2;12;23;52;4;7;12;3;8;2;3;1;2;6;9;5;12;7;12;3;6;2;5;1;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";5;"Daniel LESNIEWSKI";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
