Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"POLONIA WARSZAWA";3;"Filip PIETRZAK";LB;7.3;45;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0%;4;4;4;6;6;8;0;6;1;0;0;27;32;84;1;6;6;17;21;4;5;0;1;13;13;14;18;10;15;4;4;13;13;1;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";6;"Victor CIEMPIEL";CM;7.2;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0%;3;5;2;4;5;8;2;7;1;0;0;19;23;83;1;2;4;14;16;3;3;6;7;7;7;6;9;7;10;6;7;6;6;1;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";10;"Maciej SKROK";CAM;7;71;0;0;0;0;2;0;0;0;1;0;0;1;0;1;1;1;0;0;0%;1;1;0;0;1;4;2;5;2;0;0;5;12;42;3;4;10;1;1;0;1;0;0;3;5;2;7;1;6;3;4;1;2;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";2;"Michal STYCZEN";RB;6.6;45;0;0;0;0;1;0;0;0;2;1;0;1;0;0;0;1;1;1;0%;2;2;0;0;3;5;1;6;0;0;0;29;35;83;0;6;10;13;15;10;10;1;2;17;19;11;14;8;13;7;8;14;14;0;1;0;0;0;0;0;0;0
"POLONIA WARSZAWA";7;"Filip GARCZYNSKI";RW;6.4;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;1;3;2;3;2;6;1;5;3;1;1;3;9;33;0;2;3;1;4;0;2;0;1;0;2;3;6;0;2;1;3;2;4;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";9;"Marcel DZIEWA";CF;6.9;95;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0%;0;1;4;5;0;3;1;4;2;0;2;9;16;56;1;6;10;3;6;0;0;0;1;1;3;8;12;1;5;3;4;5;7;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";20;"Norbert BIALOOKI";CB;7.9;95;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0%;1;2;0;1;3;4;3;4;0;0;1;35;43;81;0;0;0;21;27;14;16;11;16;18;19;6;8;10;18;24;24;1;1;0;0;0;0;0;1;2;0;0
"POLONIA WARSZAWA";1;"Beniamin WROBLEWSKI";GK;6.3;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;2;0;0;0;12;14;86;0;0;0;0;0;12;14;4;6;3;3;5;5;6;8;6;6;0;0;0;0;0;1;0;0;0;1;1
"POLONIA WARSZAWA";11;"Kacper ZIOLKOWSKI";LW;8.1;95;0;0;0;0;4;0;0;0;2;0;0;2;1;1;3;1;2;4;0%;0;1;0;2;2;5;0;5;0;1;0;14;19;74;0;7;10;6;8;1;1;1;1;7;7;6;11;3;4;5;7;6;8;0;0;0;0;0;0;0;0;0
"POLONIA WARSZAWA";5;"Adrian BAGINSKI";CB;7;95;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0%;1;1;2;3;2;3;0;5;1;0;0;33;39;85;0;0;0;13;16;20;23;6;10;15;17;12;12;6;11;24;25;3;3;0;1;0;0;0;3;3;0;0
