Team;Number;"Player name";Position;Rating;"Minutes played";Goals;"Goals own";Assists;Offsides;Shots;Freekicks;Corners;"Throw in";Fouls;"Yellow cards";"Red cards";"Shots on target";"Blocked shots";"Shots off target";"Shots inside pa";"Shots outside pa";"Success Take-Ons";"Total Take-Ons";"Shot Conversion Rate";"Success Tackles";"Total Tackles";"Success Aerial duels";"Total Aerial duels";"Success Ground duels";"Total Ground duels";Interceptions;Recovery;Blocks;Mistakes;"Fouls won";"Success Passes";"Total Passes";"Pass accuracy";"Key passes";"Success Passes in final third";"Total Passes in final third";"Success Passes in middle third";"Total Passes in middle third";"Success Passes in defensive third";"Total Passes in defensive third";"Success Long passes";"Total Long passes";"Success Medium range passes";"Total Medium range passes";"Success Short passes";"Total Short passes";"Success Forward passes";"Total Forward passes";"Success Sideways passes";"Total Sideways passes";"Success Backward passes";"Total Backward passes";"Success Crosses";"Total Crosses";"Conceded goals";Catches;"Parries & Blocks";"Succesful goal kicks";"All goal kicks";"GK Interceptions Successful";"GK Interceptions Total"
"MKS POLONIA WARSZAWA";5;"Adrian BAGINSKI";CB;7.3;94;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0%;1;1;2;2;1;1;0;4;2;0;1;21;27;78;0;0;0;3;4;18;23;1;6;12;13;8;8;11;17;7;7;3;3;0;0;0;0;0;1;1;0;0
"MKS POLONIA WARSZAWA";4;"Norbert BIALOOKI";CB;7;94;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;2;2;0%;0;0;0;0;2;2;1;3;2;0;0;15;19;79;0;0;0;4;5;11;14;1;5;9;9;5;5;3;7;8;8;4;4;0;0;0;0;0;4;4;0;0
"MKS POLONIA WARSZAWA";22;"Victor CIEMPIEL";RB;8.7;94;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;1;1;0%;1;2;2;2;2;4;4;10;0;0;4;18;25;72;0;1;2;7;10;10;13;1;2;9;13;8;10;6;12;7;8;5;5;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";1;"Dawid JANKOWSKI";GK;6.5;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;16;18;89;0;0;0;0;0;16;18;2;4;3;3;11;11;2;4;14;14;0;0;0;0;0;2;2;0;1;2;2
"MKS POLONIA WARSZAWA";11;"Antoni KAPUSTA";LW;9.3;74;0;0;0;0;3;0;1;0;0;0;0;1;0;2;2;1;5;5;0%;0;2;0;0;5;9;0;0;1;1;0;5;9;56;1;3;7;2;2;0;0;2;2;2;2;1;5;3;3;1;5;1;1;0;3;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";7;"Filip KOLODZIEJSKI";RW;10;90;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;1;1;100%;2;2;1;1;3;3;1;5;1;0;1;3;8;38;0;2;3;1;2;0;3;0;3;1;2;2;3;0;4;2;3;1;1;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";3;"Filip PIETRZAK";LB;7.2;94;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0%;1;2;0;0;1;3;2;2;2;0;0;9;12;75;0;0;1;8;9;1;2;0;0;0;2;9;10;5;8;4;4;0;0;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";19;"Jan TYSZKO";CM;8.1;94;0;0;0;0;2;1;0;0;2;1;0;0;1;1;1;1;2;2;0%;4;6;0;0;7;10;1;9;1;1;1;22;28;79;4;6;7;14;16;2;5;3;3;8;12;11;13;15;21;4;4;3;3;1;1;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";9;"Pawel TYSZKO";CF;7.4;94;0;0;0;1;2;1;0;0;1;0;0;2;0;0;2;0;1;4;0%;2;3;0;2;3;8;1;7;2;3;0;17;18;94;1;5;5;10;11;2;2;0;1;7;7;10;10;4;5;5;5;8;8;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";6;"Olivier ZIEMBICKI";CM;6.8;94;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0%;2;4;0;0;3;5;1;5;2;0;1;12;14;86;0;0;0;5;5;7;9;0;2;6;6;6;6;4;6;5;5;3;3;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";10;"Kacper ZIOLKOWSKI";CAM;8;79;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0%;0;3;0;0;0;5;0;2;2;0;0;4;8;50;2;1;4;3;4;0;0;2;2;1;5;1;1;2;3;0;3;2;2;0;1;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";13;"Franciszek BANAS";CF;6.5;16;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;1;0%;2;2;0;2;3;3;0;2;1;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";15;"Filip GARCZYNSKI";LW;6.4;20;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0%;1;2;0;1;3;4;1;2;0;0;0;2;2;100;1;0;0;2;2;0;0;0;0;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";16;"Milan JAWOR";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";17;"Bartosz JAWORSKI";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"MKS POLONIA WARSZAWA";14;"Jakub SZIDEL";RW;6.1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0%;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
